date,Tmed,Tmin,Tmax,Osc.,Prec.,PAcum,TH,TS
2017-01-01,-4.887166666666669,-7.435000000000002,-1.5840000000000032,5.850999999999999,0.0,785.7895833333333,-9.655524736900306,-4.968000000000018
2017-01-02,-6.763270833333336,-8.985000000000014,-4.444999999999993,4.5400000000000205,0.0,781.3958333333334,-13.029045616090345,-8.375
2017-01-03,-7.503749999999996,-10.430999999999983,-4.22199999999998,6.209000000000003,0.0,781.4250000000001,-31.70152276691895,-9.694000000000017
2017-01-04,-6.0556041666666625,-8.411999999999978,-3.8929999999999723,4.5190000000000055,0.0016666666666666668,778.9187499999999,-21.902445445077998,-7.017999999999972
2017-01-05,-7.972520833333338,-11.137999999999977,-6.326000000000022,4.811999999999955,0.00125,777.5208333333334,-24.747387808889943,-7.771000000000015
2017-01-06,-9.887499999999998,-13.771999999999991,-6.504000000000019,7.267999999999972,0.0,782.7125,-23.43324310124582,-12.149000000000001
2017-01-07,-7.660312499999999,-11.137,-4.978000000000009,6.158999999999992,0.0,785.1479166666667,-18.560212362383673,-10.401999999999987
2017-01-08,-5.176500000000001,-8.850000000000023,-2.7649999999999864,6.085000000000036,0.0,783.1729166666668,-14.12006421925485,-5.25
2017-01-09,-7.0451666666666695,-10.670999999999992,-2.1480000000000246,8.522999999999968,0.0,781.9875000000001,-11.873554180027865,-9.625
2017-01-10,-7.0432708333333345,-8.555999999999983,-5.8729999999999905,2.6829999999999927,0.007291666666666668,772.8000000000001,-18.949166170775875,-7.326000000000022
2017-01-11,-6.017416666666663,-10.040999999999997,-2.684000000000026,7.356999999999971,0.0,776.5333333333333,-35.951957166256044,-9.735000000000014
2017-01-12,-2.4405000000000014,-3.6829999999999927,-0.7860000000000014,2.8969999999999914,0.33229166666666665,777.9833333333332,-10.740346181605931,-3.5810000000000173
2017-01-13,-6.400229166666668,-8.350000000000023,-2.115000000000009,6.235000000000014,0.141875,766.4333333333334,-28.887127739029395,-7.956000000000017
2017-01-14,-7.6585624999999995,-9.550000000000011,-6.185999999999979,3.3640000000000327,0.07208333333333333,772.2541666666666,-33.524474481142995,-7.466000000000008
2017-01-15,-11.424333333333331,-13.894999999999982,-8.800000000000011,5.09499999999997,0.0,775.6895833333333,-26.53087383946328,-12.903999999999996
2017-01-16,-13.463958333333332,-16.88499999999999,-9.649999999999977,7.235000000000014,0.0,773.65625,-31.78560301622153,-16.129999999999995
2017-01-17,-12.082687499999993,-17.651999999999987,-7.456999999999994,10.194999999999993,0.0,776.5833333333334,-34.71931735947795,-15.302999999999997
2017-01-18,-8.92495833333333,-10.64100000000002,-5.8279999999999745,4.813000000000045,0.0,782.3937500000001,-36.00148505845244,-10.375999999999976
2017-01-19,-9.263562500000003,-13.185999999999979,-5.809000000000026,7.376999999999953,0.0,786.34375,-33.18662541209712,-10.514999999999986
2017-01-20,-11.904729166666664,-16.411,-5.161000000000001,11.25,0.0,788.0979166666666,-56.76609156877837,-15.930999999999983
2017-01-21,-10.755125000000001,-15.737000000000023,-3.8929999999999723,11.844000000000051,0.0,787.7666666666668,-54.131368688656586,-15.497000000000014
2017-01-22,-5.656291666666664,-7.793000000000006,-2.608000000000004,5.185000000000002,0.0,786.5749999999999,-13.274412985320318,-5.9739999999999895
2017-01-23,-5.638666666666668,-8.009000000000015,-1.8070000000000164,6.201999999999998,0.0,782.8416666666667,-12.75836872075193,-6.692999999999984
2017-01-24,-5.998000000000001,-8.329000000000008,-3.254000000000019,5.074999999999989,0.0,780.0520833333334,-17.95633405322026,-8.09899999999999
2017-01-25,-5.977604166666668,-10.535000000000025,-2.819000000000017,7.716000000000008,0.0,782.9520833333332,-29.402288845914594,-8.915999999999997
2017-01-26,-6.93841666666667,-11.435000000000002,-3.4279999999999973,8.007000000000005,0.0,784.9604166666667,-17.18018233803776,-6.928999999999974
2017-01-27,-6.470041666666664,-9.629999999999995,-4.02800000000002,5.601999999999975,0.0,785.9729166666666,-40.05430473268145,-9.274000000000001
2017-01-28,-3.7046458333333305,-7.6299999999999955,-1.6200000000000045,6.009999999999991,0.015416666666666667,784.2770833333334,-24.181515210368943,-4.814999999999998
2017-01-29,-5.3293541666666675,-8.742999999999995,-0.6129999999999995,8.129999999999995,0.0,784.7916666666666,-32.9556091256313,-8.088000000000022
2017-01-30,-4.3915625,-9.035000000000025,0.04899999999997817,9.084000000000003,0.0010416666666666667,782.9708333333333,-26.890046184354116,-7.1299999999999955
2017-01-31,-0.5266666666666685,-3.1639999999999873,1.8770000000000095,5.040999999999997,0.006875,781.6833333333334,-13.583923394249402,-2.6920000000000073
2017-02-01,-0.2082499999999984,-2.9639999999999986,2.769999999999982,5.7339999999999804,0.0,782.5270833333334,-5.8776298501641735,-1.302000000000021
2017-02-02,-1.7147291666666646,-5.062999999999988,0.10899999999998045,5.171999999999969,0.0,781.8895833333332,-8.344427890495282,-1.9329999999999927
2017-02-03,-0.6045624999999953,-2.9209999999999923,0.031999999999982265,2.9529999999999745,0.07729166666666666,775.8604166666668,-4.8511926767469244,-1.0049999999999955
2017-02-04,-2.981958333333329,-6.2029999999999745,-1.242999999999995,4.9599999999999795,0.14583333333333334,772.65625,-6.193826138676412,-1.3059999999999832
2017-02-05,-3.653895833333332,-7.4809999999999945,-1.531000000000006,5.949999999999989,0.1758333333333333,769.5479166666668,-5.6539041161289845,-1.663000000000011
2017-02-06,-2.0050000000000003,-3.4180000000000064,-1.1449999999999818,2.2730000000000246,0.0,772.6083333333332,-5.1591340187303,-1.6429999999999723
2017-02-07,-2.7313750000000048,-6.336000000000013,0.2769999999999868,6.6129999999999995,0.0,777.7166666666667,-15.769296770722722,-5.375999999999976
2017-02-08,-2.1286874999999994,-3.125,-1.2789999999999964,1.8460000000000036,0.13625,778.3958333333334,-15.228145636966817,-2.877999999999986
2017-02-09,-2.435958333333332,-3.5500000000000114,-1.740000000000009,1.8100000000000023,0.04666666666666667,780.6875,-11.201818799265206,-2.170000000000016
2017-02-10,-3.683624999999998,-6.220000000000027,-2.8799999999999955,3.340000000000032,0.060625000000000005,780.4541666666668,-15.12874999282952,-2.906000000000006
2017-02-11,-5.469250000000002,-8.20999999999998,-3.0679999999999836,5.141999999999996,0.0,782.3541666666666,-38.11915117150332,-7.670000000000016
2017-02-12,-1.6872083333333354,-4.190999999999974,-0.20499999999998408,3.98599999999999,0.0,786.9979166666667,-11.272971014726958,-2.494000000000028
2017-02-13,-2.6121874999999997,-5.7379999999999995,-1.0249999999999773,4.713000000000022,0.0,788.4708333333333,-17.86951157108147,-4.826999999999998
2017-02-14,-2.011354166666667,-5.906000000000006,0.3090000000000259,6.215000000000032,0.0,792.3395833333334,-14.103342849160288,-2.714999999999975
2017-02-15,-3.0293958333333357,-7.476999999999975,3.0640000000000214,10.540999999999997,0.0,796.0166666666668,-16.031104536736027,-6.5400000000000205
2017-02-16,-1.5865625000000019,-4.023000000000025,2.9710000000000036,6.994000000000028,0.0,793.13125,-7.476134617441756,-3.6070000000000277
2017-02-17,-2.076270833333337,-4.428999999999974,0.5020000000000095,4.930999999999983,0.0,787.2937499999999,-11.69408997609253,-4.2309999999999945
2017-02-18,-3.7353749999999977,-9.036999999999978,0.7950000000000159,9.831999999999994,0.0,785.3958333333334,-22.024430839333082,-8.156000000000006
2017-02-19,-4.147687500000001,-8.060000000000002,0.6800000000000068,8.740000000000009,0.0,785.5791666666668,-11.131387680617086,-6.543999999999983
2017-02-20,-4.830062499999997,-10.22199999999998,1.2160000000000082,11.437999999999988,0.0,784.9104166666666,-18.455908035612552,-8.612000000000023
2017-02-21,0.900020833333329,-1.6100000000000136,3.992999999999995,5.603000000000009,0.0,785.0291666666667,-1.9037908525073548,-0.6449999999999818
2017-02-22,0.06691666666666525,-3.896000000000015,4.4669999999999845,8.363,0.0,783.6354166666666,-8.336965017108879,-3.0600000000000023
2017-02-23,1.9754166666666688,-0.9909999999999854,5.949999999999989,6.940999999999974,0.0,780.3583333333332,-1.5648048586784924,-0.88900000000001
2017-02-24,-0.4554791666666655,-3.637999999999977,1.1859999999999786,4.823999999999955,0.0,774.93125,-0.5198804110419215,-0.13299999999998136
2017-02-25,-2.8258958333333326,-7.648000000000025,2.3179999999999836,9.966000000000008,0.0,782.1958333333333,-17.363022006721447,-6.146000000000015
2017-02-26,0.8596249999999989,-3.6639999999999873,5.9739999999999895,9.637999999999977,0.0,783.05625,-3.974977592193009,-2.0950000000000273
2017-02-27,0.05300000000000319,-1.8929999999999723,2.473000000000013,4.3659999999999854,0.0,778.5,-4.21614585595277,-1.3629999999999995
2017-02-28,-1.169729166666669,-3.562000000000012,0.6870000000000118,4.249000000000024,0.154375,769.4145833333333,-8.967217372265074,-1.7090000000000032
2017-03-01,-2.2965833333333343,-5.012999999999977,0.1139999999999759,5.126999999999953,0.0,775.1437500000001,-16.075758156538214,-3.908999999999992
2017-03-02,-0.04429166666666736,-2.8140000000000214,2.7110000000000127,5.525000000000034,0.0,780.43125,-2.8143223260896213,-0.6999999999999886
2017-03-03,-1.1835833333333372,-4.057999999999993,0.15800000000001546,4.216000000000008,0.0,780.8625000000001,-5.475716515504193,-1.2889999999999873
2017-03-04,-0.20954166666666652,-1.7250000000000227,0.9560000000000173,2.68100000000004,0.21666666666666667,770.3833333333333,4.653871998257592,0.9019999999999868
2017-03-05,-2.3224583333333313,-4.636000000000024,-1.1000000000000227,3.5360000000000014,0.10583333333333333,772.1833333333334,-13.852984737827711,-4.377999999999986
2017-03-06,-1.8685208333333314,-3.2250000000000227,-0.09199999999998454,3.133000000000038,0.37604166666666666,770.7875,-12.51867766669386,-2.490000000000009
2017-03-07,-3.1181041666666673,-5.685000000000002,-1.7169999999999845,3.9680000000000177,0.02291666666666667,776.1895833333333,-13.76040020480696,-3.511000000000024
2017-03-08,-2.7926249999999997,-7.487000000000023,0.6190000000000282,8.106000000000051,0.0,784.5395833333333,-9.044982015747168,-5.341000000000008
2017-03-09,2.5252291666666657,0.07799999999997453,5.177999999999997,5.100000000000023,0.01979166666666667,786.7020833333332,4.6683826642205215,1.1850000000000023
2017-03-10,2.335833333333331,0.5559999999999832,4.4599999999999795,3.9039999999999964,0.0,785.8729166666667,1.3617213670086745,1.2760000000000105
2017-03-11,1.9659999999999975,-1.40300000000002,6.113999999999976,7.516999999999996,0.0,785.0083333333333,-0.6845923527819886,-0.382000000000005
2017-03-12,2.1692916666666684,0.07299999999997908,5.843999999999994,5.771000000000015,0.0,780.4395833333333,2.334179293685824,0.7950000000000159
2017-03-13,0.8246249999999998,-5.040999999999997,6.038000000000011,11.079000000000008,0.0,785.5875,-9.316610985582628,-2.785000000000025
2017-03-14,1.8928750000000012,-2.1499999999999773,7.305999999999983,9.45599999999996,0.0,792.1645833333333,-2.95100015016467,-1.2250000000000227
2017-03-15,3.618687499999998,-0.14100000000001955,8.495999999999981,8.637,0.0,792.5520833333334,1.9084968485054798,1.1270000000000095
2017-03-16,3.108437500000001,0.5149999999999864,7.6370000000000005,7.122000000000014,0.0,789.4125,2.9328099245789105,1.288000000000011
2017-03-17,2.6327291666666652,-2.937000000000012,6.9739999999999895,9.911000000000001,0.0,785.7791666666667,-1.6962071072349079,-0.8369999999999891
2017-03-18,2.73720833333333,1.4599999999999795,3.790999999999997,2.3310000000000173,0.0,781.2145833333334,7.634969158394128,2.4710000000000036
2017-03-19,4.448208333333333,2.454999999999984,7.5120000000000005,5.057000000000016,0.0,782.24375,10.000024817993193,3.375
2017-03-20,3.8389583333333364,-1.5950000000000273,7.956999999999994,9.552000000000021,0.0,781.225,5.319876588260826,1.843999999999994
2017-03-21,3.5937291666666673,0.714999999999975,5.988999999999976,5.274000000000001,0.0,778.8375,8.741723432400583,1.7839999999999918
2017-03-22,2.397250000000002,1.072999999999979,3.9710000000000036,2.8980000000000246,0.09000000000000001,777.1625,10.222053333308168,2.285000000000025
2017-03-23,1.4466041666666716,0.375,2.3149999999999977,1.9399999999999977,0.30145833333333333,780.6854166666667,5.676474674238705,1.0810000000000173
2017-03-24,2.8852916666666695,1.8450000000000273,3.76400000000001,1.9189999999999827,0.08416666666666667,787.7208333333333,10.847055455003517,2.076999999999998
2017-03-25,3.213312500000008,1.5740000000000123,4.742000000000019,3.1680000000000064,0.12083333333333333,786.4229166666668,10.418511734883895,2.6750000000000114
2017-03-26,2.3949791666666678,1.3799999999999955,3.516999999999996,2.1370000000000005,0.23187499999999997,782.9458333333333,8.151286051245071,1.5260000000000105
2017-03-27,2.3820625,-0.14699999999999136,5.7760000000000105,5.923000000000002,0.0,787.5770833333332,4.156530787300542,0.8159999999999741
2017-03-28,2.736125,-1.1949999999999932,7.033999999999992,8.228999999999985,0.0,789.3083333333334,1.3213740394716569,0.8430000000000177
2017-03-29,3.7053750000000023,-0.27899999999999636,8.461000000000013,8.740000000000009,0.0,791.36875,1.261718022726637,0.4409999999999741
2017-03-30,4.784645833333333,2.2789999999999964,8.680999999999983,6.401999999999987,0.0,792.3000000000001,7.327266640004965,4.11099999999999
2017-03-31,3.8791875000000062,0.14800000000002456,6.824000000000012,6.675999999999988,0.0,789.2520833333333,8.061038791863139,2.6340000000000146
2017-04-01,2.796270833333337,1.004000000000019,4.564000000000021,3.5600000000000023,0.19625,781.875,5.965369389721685,2.9429999999999836
2017-04-02,2.1092500000000016,1.2029999999999745,3.2579999999999814,2.055000000000007,0.355,782.7062500000001,6.8955003196406714,1.3559999999999945
2017-04-03,4.106833333333333,0.04599999999999227,7.7169999999999845,7.670999999999992,0.0,787.0500000000001,3.6014375208576688,1.1689999999999827
2017-04-04,2.977666666666668,0.028999999999996362,5.427000000000021,5.398000000000025,0.0,784.9625,5.073379550021086,1.8319999999999936
2017-04-05,2.140499999999998,-0.17599999999998772,4.774999999999977,4.950999999999965,0.0,783.7125,3.5866886771620248,0.9110000000000014
2017-04-06,2.421854166666668,-1.021000000000015,6.307999999999993,7.329000000000008,0.0,783.5770833333332,1.8227943836236051,0.7719999999999914
2017-04-07,3.4681875000000013,-0.9370000000000118,8.331999999999994,9.269000000000005,0.0,786.4979166666667,4.5289045751310875,1.7869999999999777
2017-04-08,4.1869999999999985,0.8509999999999991,8.716999999999985,7.8659999999999854,0.0,788.9416666666666,6.713596089002019,3.0369999999999777
2017-04-09,4.958166666666664,2.1779999999999973,9.199999999999989,7.021999999999991,0.0,791.1833333333334,11.194929490109995,3.8210000000000264
2017-04-10,4.112500000000007,-1.0559999999999832,8.12700000000001,9.182999999999993,0.0,789.2729166666667,9.517758217017702,3.1370000000000005
2017-04-11,3.7683333333333366,-1.5009999999999764,7.718000000000018,9.218999999999994,0.0,786.1895833333333,8.895228264012113,3.353999999999985
2017-04-12,4.161562500000002,-0.7749999999999773,8.312000000000012,9.086999999999989,0.0,786.1041666666666,11.277540427422311,3.4329999999999927
2017-04-13,4.600312500000004,0.7370000000000232,9.089999999999975,8.352999999999952,0.0,782.5291666666667,6.318537424269974,3.2239999999999895
2017-04-14,4.772958333333329,0.10899999999998045,9.004000000000019,8.895000000000039,0.0,782.1583333333333,6.046779409652757,3.3530000000000086
2017-04-15,4.250583333333335,2.2069999999999936,6.9879999999999995,4.781000000000006,0.0,782.2375000000001,10.913090182715171,3.583000000000027
2017-04-16,3.3583958333333364,1.1309999999999718,5.521000000000015,4.390000000000043,0.006041666666666667,782.4333333333334,5.977927527811053,2.737000000000023
2017-04-17,2.2371458333333365,-1.3500000000000227,6.0120000000000005,7.362000000000023,0.0,780.7458333333334,4.404064153319394,1.4110000000000014
2017-04-18,-0.9362083333333366,-5.266999999999996,0.728999999999985,5.995999999999981,0.0,778.8770833333333,0.9079089088961826,0.41500000000002046
2017-04-19,-3.7009166666666693,-6.463999999999999,-1.3389999999999986,5.125,0.0,781.9979166666667,-6.5930448171940075,-3.6240000000000236
2017-04-20,-1.8682083333333293,-7.704999999999984,2.5679999999999836,10.272999999999968,0.0,785.71875,-5.8781860257521865,-2.822999999999979
2017-04-21,1.0423958333333339,-4.488999999999976,6.069999999999993,10.558999999999969,0.0,789.1458333333334,-0.406635963471873,-0.17700000000002092
2017-04-22,3.6682708333333323,-1.4470000000000027,8.690999999999974,10.137999999999977,0.0,786.6770833333334,5.904673072836472,3.13900000000001
2017-04-23,4.611041666666662,0.40300000000002,9.009999999999991,8.606999999999971,0.0,783.6291666666666,4.52527738659478,2.048000000000002
2017-04-24,4.246708333333331,1.9519999999999982,6.836999999999989,4.884999999999991,0.0,783.7062500000001,17.387451631029997,3.3279999999999745
2017-04-25,3.8237708333333322,2.9809999999999945,5.2029999999999745,2.22199999999998,0.27875,778.2270833333333,22.81135645892028,4.204999999999984
2017-04-26,2.7657916666666638,1.5609999999999786,3.7939999999999827,2.233000000000004,0.44854166666666667,774.2520833333333,15.338131936633753,2.8999999999999773
2017-04-27,0.6895416666666705,-1.6879999999999882,1.8330000000000268,3.521000000000015,0.20333333333333334,773.3854166666666,4.2234395241324325,0.9730000000000132
2017-04-28,-2.111729166666661,-4.937000000000012,-0.1419999999999959,4.795000000000016,0.129375,773.5708333333333,-7.710717885390999,-2.461999999999989
2017-04-29,-1.1905416666666693,-7.766999999999996,3.5049999999999955,11.271999999999991,0.0,780.2458333333334,-3.0745270197461534,-1.5880000000000223
2017-04-30,0.7457291666666682,-4.153999999999996,3.2490000000000236,7.40300000000002,0.0010416666666666667,780.1916666666666,-0.3879380108482221,-0.10099999999999909
2017-05-01,-0.28354166666666697,-2.7549999999999955,1.4510000000000218,4.206000000000017,0.32,777.3708333333334,0.24545636417980105,0.04599999999999227
2017-05-02,-0.7922916666666685,-5.175000000000011,2.694999999999993,7.8700000000000045,0.043125000000000004,780.6916666666666,-1.0059029787327458,-0.41699999999997317
2017-05-03,0.623562500000002,-2.0849999999999795,3.274000000000001,5.3589999999999804,0.04395833333333334,781.5979166666666,1.7146442944292841,0.44299999999998363
2017-05-04,0.6746250000000013,-1.815999999999974,3.0389999999999873,4.854999999999961,0.059166666666666666,780.4666666666667,2.5356729600647516,0.5889999999999986
2017-05-05,1.9826874999999973,-4.074000000000012,7.651999999999987,11.725999999999999,0.0,783.0708333333333,1.6956570649839193,0.6639999999999873
2017-05-06,2.9805416666666638,2.511000000000024,3.7819999999999823,1.2709999999999582,0.11791666666666667,781.1604166666666,17.352990224342072,3.416999999999973
2017-05-07,2.973833333333333,1.589999999999975,4.9080000000000155,3.3180000000000405,0.0,781.0541666666667,10.3103955950377,2.5500000000000114
2017-05-08,3.4308333333333336,1.117999999999995,6.0849999999999795,4.9669999999999845,0.04395833333333333,780.8854166666666,13.104508164336828,2.7889999999999873
2017-05-09,4.349916666666664,1.1059999999999945,7.336999999999989,6.2309999999999945,0.0,779.1104166666668,8.760847876049262,3.1580000000000155
2017-05-10,4.145833333333331,1.100999999999999,7.314000000000021,6.213000000000022,0.013541666666666667,778.8354166666667,15.966253630785667,3.401999999999987
2017-05-11,3.81283333333333,3.261000000000024,4.2590000000000146,0.9979999999999905,0.08395833333333334,776.1750000000001,21.937801541463948,4.1440000000000055
2017-05-12,4.217062500000001,2.288000000000011,6.798999999999978,4.510999999999967,0.07583333333333334,776.5812500000001,19.538743981721794,4.024000000000001
2017-05-13,5.508520833333335,2.7590000000000146,8.689999999999998,5.930999999999983,0.12395833333333334,782.9458333333333,15.63729950884548,4.02800000000002
2017-05-14,6.350395833333333,3.3929999999999723,9.583000000000027,6.190000000000055,0.0,789.35,25.350436059145203,5.920000000000016
2017-05-15,7.1261874999999995,2.2130000000000223,11.141999999999996,8.928999999999974,0.0,793.8249999999999,18.428789233066333,6.2409999999999854
2017-05-16,8.816875,4.495999999999981,13.069999999999993,8.574000000000012,0.0,795.1833333333334,31.565087155246676,8.233000000000004
2017-05-17,9.169312499999998,4.757000000000005,12.769999999999982,8.012999999999977,0.0,791.9854166666668,41.53461883895817,8.134999999999991
2017-05-18,8.224645833333335,6.968000000000018,9.507000000000005,2.5389999999999873,0.07625,787.1729166666668,43.38851370359256,8.026999999999987
2017-05-19,4.567520833333332,1.2629999999999768,6.8489999999999895,5.586000000000013,0.5002083333333333,782.1645833333333,30.94335547707242,6.024000000000001
2017-05-20,3.3050416666666713,-0.5670000000000073,6.843000000000018,7.410000000000025,0.0,785.2333333333332,7.554523837430202,2.230000000000018
2017-05-21,6.302687499999997,-0.29599999999999227,11.285000000000025,11.581000000000017,0.0,788.7854166666666,16.719971574193767,6.2339999999999804
2017-05-22,8.126854166666666,3.7579999999999814,12.396000000000015,8.638000000000034,0.0,788.3000000000001,22.605826718564508,6.4739999999999895
2017-05-23,9.237562500000001,5.242000000000019,12.959000000000003,7.7169999999999845,0.0,789.5416666666666,19.686961836347578,8.394999999999982
2017-05-24,10.078166666666672,5.401999999999987,13.694000000000017,8.29200000000003,0.0,790.1416666666668,29.63403604514996,9.309000000000026
2017-05-25,10.142208333333334,5.65300000000002,14.452999999999975,8.799999999999955,0.0,788.1208333333334,27.595397144385345,9.326000000000022
2017-05-26,10.727416666666663,7.538999999999987,14.273000000000025,6.734000000000037,0.0,788.8770833333333,46.730989509608996,9.101999999999975
2017-05-27,10.686,6.665999999999997,15.074000000000012,8.408000000000015,0.0,791.2583333333333,47.35115855069732,9.586999999999989
2017-05-28,11.223666666666666,9.24799999999999,15.100999999999999,5.853000000000009,0.13770833333333332,792.6437500000001,51.63937720366142,10.456000000000017
2017-05-29,10.510833333333334,7.646000000000015,14.163999999999987,6.517999999999972,0.004583333333333333,790.1270833333333,47.51250417396703,9.208000000000027
2017-05-30,10.116375,6.810999999999979,13.156000000000006,6.345000000000027,0.0,789.1645833333333,44.81154501289141,9.15100000000001
2017-05-31,9.966958333333332,6.319000000000017,13.980000000000018,7.661000000000001,0.0,790.9499999999999,32.18078716802757,9.845000000000027
2017-06-01,8.586937499999998,4.4220000000000255,12.168000000000006,7.745999999999981,0.034583333333333334,790.8729166666667,31.7368351428512,8.884999999999991
2017-06-02,9.2954375,5.910000000000025,12.41500000000002,6.5049999999999955,0.26958333333333334,789.3854166666666,36.30180722400797,9.038000000000011
2017-06-03,9.178145833333334,5.877999999999986,11.668999999999983,5.790999999999997,0.0,787.2583333333333,38.89343966328234,9.220000000000027
2017-06-04,8.963895833333334,6.961000000000013,11.367000000000019,4.406000000000006,0.08958333333333333,784.74375,34.822574023418134,8.466000000000008
2017-06-05,7.4810000000000025,5.646999999999991,9.000999999999976,3.353999999999985,0.05958333333333333,783.3333333333334,36.52660704358312,7.1580000000000155
2017-06-06,6.74489583333333,2.809000000000026,8.786000000000001,5.976999999999975,0.055,780.4958333333334,40.20068532019111,8.245000000000005
2017-06-07,6.140791666666664,2.079999999999984,10.156000000000006,8.076000000000022,0.0,784.6791666666667,16.68538427808673,5.779999999999973
2017-06-08,9.126770833333332,3.541999999999973,14.369000000000028,10.827000000000055,0.0,789.2541666666666,29.284249239582792,8.302000000000021
2017-06-09,9.976229166666666,7.880999999999972,12.75,4.869000000000028,0.0,788.0520833333334,42.35427214885822,9.696000000000026
2017-06-10,12.008479166666667,7.055000000000007,16.752999999999986,9.697999999999979,0.0,789.9833333333332,32.12953161093274,10.98599999999999
2017-06-11,13.89729166666667,7.853999999999985,18.39300000000003,10.539000000000044,0.0,791.8708333333334,46.23870328557633,13.096000000000004
2017-06-12,14.700333333333333,11.48399999999998,18.44799999999998,6.963999999999999,0.0,790.6291666666666,50.80045439529302,14.069999999999993
2017-06-13,14.483791666666669,8.369000000000028,19.225000000000023,10.855999999999995,0.025833333333333333,789.8666666666667,41.290171539574565,14.492999999999995
2017-06-14,13.0765625,10.750999999999976,16.613,5.862000000000023,0.2625,789.4875000000001,46.32068018463492,13.095000000000027
2017-06-15,12.655416666666666,9.197999999999979,15.459000000000003,6.261000000000024,0.022708333333333334,790.375,47.60913621266638,12.312000000000012
2017-06-16,13.149291666666665,9.750999999999976,16.65100000000001,6.900000000000034,0.0,791.21875,33.17246741700008,13.158999999999992
2017-06-17,13.62477083333333,8.204000000000008,18.064999999999998,9.86099999999999,0.0,790.7895833333333,29.382548952460635,13.314999999999998
2017-06-18,13.458083333333335,9.40100000000001,17.218000000000018,7.817000000000007,0.0,791.9854166666665,56.50294680183311,12.887999999999977
2017-06-19,13.846395833333332,9.836999999999989,17.95999999999998,8.12299999999999,0.0,793.5416666666666,61.84033405067775,12.769999999999982
2017-06-20,14.617416666666665,10.47199999999998,18.932999999999993,8.461000000000013,0.0,792.2604166666666,57.30119935176881,13.975999999999999
2017-06-21,14.069520833333337,10.264999999999986,17.869000000000028,7.604000000000042,0.12208333333333332,791.2479166666667,53.72317119189466,14.394000000000005
2017-06-22,14.527895833333332,10.223000000000013,18.072000000000003,7.8489999999999895,0.0,792.2854166666666,56.1422435403625,14.625
2017-06-23,15.366187500000004,10.596000000000004,19.098000000000013,8.50200000000001,0.0,793.0145833333332,34.524027968324084,15.725000000000023
2017-06-24,15.723020833333331,11.019000000000005,19.613999999999976,8.59499999999997,0.0,791.3625000000001,49.16057630839394,16.408000000000015
2017-06-25,13.11114583333333,9.531000000000006,16.355000000000018,6.824000000000012,0.09333333333333334,787.8375,47.570349583546786,12.336000000000013
2017-06-26,11.491729166666667,8.446000000000026,15.646000000000015,7.199999999999989,0.23229166666666667,787.49375,43.38645407006229,13.069000000000017
2017-06-27,11.2355625,8.773000000000025,14.143000000000029,5.3700000000000045,0.11145833333333333,783.7979166666668,55.33993064494825,10.961000000000013
2017-06-28,9.816895833333335,7.0049999999999955,12.805000000000007,5.800000000000011,0.16770833333333335,776.3583333333332,53.58476866898283,11.300999999999988
2017-06-29,7.7273333333333305,4.857000000000028,10.47199999999998,5.614999999999952,0.042083333333333334,775.4250000000001,35.376764571287616,8.603000000000009
